exp_id,model_id,task,repeat,fold,fold_label,n_train,n_test,n_features,accuracy,balanced_accuracy,sensitivity,specificity,precision,f1,mcc,roc_auc,pr_auc,tp,fp,tn,fn,support,n_positive,n_negative,brier,ece,fit_seconds,predict_seconds,planner_inner_best_score,planner_n_trials,planner_search_seconds,planner_tuning,params,note,planner_inner_scores
EXP-A2,M8,binary,2,3,r2f3,2597,643,138,0.8615863141524106,0.8875238549618321,0.9312977099236641,0.84375,0.6039603960396039,0.7327327327327328,0.6725182686236565,0.9491292938931297,0.7683934934686703,122.0,80.0,432.0,9.0,643.0,131.0,512.0,0.19128265609065648,0.024493373478552773,2.963749,0.020805,0.827495,12.0,380.18,nested-bayes,"{""colsample_bytree"": 0.5282057895135501, ""learning_rate"": 0.007955537581329894, ""max_depth"": 3, ""n_estimators"": 513, ""reg_lambda"": 7.726718477963435, ""subsample"": 0.8603553891795412}",bayes search inside this training fold,
EXP-A2,M8,binary,2,4,r2f4,2593,647,138,0.8608964451313755,0.8450132391879965,0.8181818181818182,0.8718446601941747,0.6206896551724138,0.7058823529411765,0.6271207081470261,0.9392468373050897,0.7462493213073731,108.0,66.0,449.0,24.0,647.0,132.0,515.0,0.1777320282688388,0.03009242169455361,3.122027,0.021238,0.837086,12.0,345.99,nested-bayes,"{""colsample_bytree"": 0.5282057895135501, ""learning_rate"": 0.007955537581329894, ""max_depth"": 3, ""n_estimators"": 513, ""reg_lambda"": 7.726718477963435, ""subsample"": 0.8603553891795412}",bayes search inside this training fold,
EXP-A2,M8,binary,3,0,r3f0,2596,644,138,0.8493788819875776,0.7889305536955196,0.6870229007633588,0.8908382066276803,0.6164383561643836,0.6498194945848376,0.5555545343920845,0.9100784191181942,0.7290288010079757,90.0,56.0,457.0,41.0,644.0,131.0,513.0,0.21870934850907747,0.05538558904428655,6.546241,0.020894,0.854054,12.0,453.02,nested-bayes,"{""colsample_bytree"": 0.7845999156298387, ""learning_rate"": 0.04677454494018713, ""max_depth"": 5, ""n_estimators"": 274, ""reg_lambda"": 7.19988632211504, ""subsample"": 0.9914158698074835}",bayes search inside this training fold,
EXP-A2,M8,binary,3,1,r3f1,2593,647,138,0.8948995363214838,0.8832744924977936,0.8636363636363636,0.9029126213592233,0.6951219512195121,0.7702702702702703,0.7101253292457458,0.947852309502795,0.7977075361535226,114.0,50.0,465.0,18.0,647.0,132.0,515.0,0.16194307091525934,0.032106360198909785,5.801182,0.030594,0.834651,12.0,621.76,nested-bayes,"{""colsample_bytree"": 0.937064594835139, ""learning_rate"": 0.07483599352406949, ""max_depth"": 2, ""n_estimators"": 580, ""reg_lambda"": 10.840558189347515, ""subsample"": 0.8986698471373711}",bayes search inside this training fold,
EXP-A2,M8,binary,3,2,r3f2,2585,655,138,0.9129770992366413,0.879972798367902,0.8235294117647058,0.9364161849710982,0.7724137931034483,0.797153024911032,0.7424488636924581,0.9565765612603423,0.8370367777725419,112.0,33.0,486.0,24.0,655.0,136.0,519.0,0.13533819585786153,0.01673692173630224,30.972108,0.039008,0.823204,12.0,525.16,nested-bayes,"{""colsample_bytree"": 0.6657432820609162, ""learning_rate"": 0.062282582709858356, ""max_depth"": 10, ""n_estimators"": 687, ""reg_lambda"": 35.08725555631322, ""subsample"": 0.999505535535215}",bayes search inside this training fold,
EXP-A2,M8,binary,3,3,r3f3,2589,651,138,0.9124423963133641,0.8599913867355728,0.7703703703703704,0.9496124031007752,0.8,0.7849056603773585,0.730168852247909,0.9430232558139535,0.8282641763136528,104.0,26.0,490.0,31.0,651.0,135.0,516.0,0.15027066340363684,0.05395492137668688,21.328754,0.059859,0.834849,12.0,345.0,nested-bayes,"{""colsample_bytree"": 0.7128259599938278, ""learning_rate"": 0.04118864685280301, ""max_depth"": 7, ""n_estimators"": 772, ""reg_lambda"": 9.693901130278059, ""subsample"": 0.9973482808308047}",bayes search inside this training fold,
EXP-A2,M8,binary,3,4,r3f4,2597,643,138,0.8973561430793157,0.8503399332061068,0.7709923664122137,0.9296875,0.7372262773722628,0.753731343283582,0.6892150063477119,0.9435382872137404,0.8271290185508764,101.0,36.0,476.0,30.0,643.0,131.0,512.0,0.2322084575791426,0.19536419363451968,30.286457,0.043452,0.845433,12.0,433.71,nested-bayes,"{""colsample_bytree"": 0.5, ""learning_rate"": 0.001, ""max_depth"": 9, ""n_estimators"": 949, ""reg_lambda"": 6.724801530396827, ""subsample"": 0.7242016593436258}",bayes search inside this training fold,
EXP-A2,M8,binary,4,0,r4f0,2585,655,138,0.815267175572519,0.8264550039669047,0.8455882352941176,0.8073217726396917,0.5348837209302325,0.6552706552706553,0.5639763474306355,0.9120338886999887,0.7113396945055952,115.0,100.0,419.0,21.0,655.0,136.0,519.0,0.25112603249410514,0.046619284789980814,1.037388,0.018129,0.860879,12.0,318.87,nested-bayes,"{""colsample_bytree"": 0.5389947697076193, ""learning_rate"": 0.11308403121521995, ""max_depth"": 3, ""n_estimators"": 142, ""reg_lambda"": 49.39616496253741, ""subsample"": 0.8326649928854966}",bayes search inside this training fold,
EXP-A2,M8,binary,4,1,r4f1,2596,644,138,0.9177018633540373,0.8659211642337395,0.7786259541984732,0.9532163742690059,0.8095238095238095,0.7937743190661478,0.7426115551900694,0.956772763120694,0.8747717750937896,102.0,24.0,489.0,29.0,644.0,131.0,513.0,0.1292201464808895,0.053335774204005405,29.464116,0.042544,0.830143,12.0,486.05,nested-bayes,"{""colsample_bytree"": 0.7229163764267956, ""learning_rate"": 0.0031266912307463765, ""max_depth"": 8, ""n_estimators"": 817, ""reg_lambda"": 0.02511306167739, ""subsample"": 0.8387400631785948}",bayes search inside this training fold,
EXP-A2,M8,binary,4,2,r4f2,2593,647,138,0.884080370942813,0.856759340982642,0.8106060606060606,0.9029126213592233,0.6815286624203821,0.740484429065744,0.6707305111188623,0.9479994115916447,0.8311133850244318,107.0,50.0,465.0,25.0,647.0,132.0,515.0,0.16402047040408022,0.028050697844769188,11.508332,0.027103,0.846691,12.0,379.77,nested-bayes,"{""colsample_bytree"": 0.6895906860623474, ""learning_rate"": 0.014043258416228568, ""max_depth"": 6, ""n_estimators"": 494, ""reg_lambda"": 68.38351705107361, ""subsample"": 0.8972295104198648}",bayes search inside this training fold,
EXP-A2,M8,binary,4,3,r4f3,2589,651,138,0.8740399385560675,0.8631136950904392,0.8444444444444444,0.8817829457364341,0.6514285714285715,0.7354838709677419,0.66411281242977,0.943755383290267,0.805807042662235,114.0,61.0,455.0,21.0,651.0,135.0,516.0,0.17319660312769214,0.024459582594682564,9.189546,0.029729,0.841136,12.0,409.64,nested-bayes,"{""colsample_bytree"": 0.5062181833134413, ""learning_rate"": 0.008500332267029844, ""max_depth"": 4, ""n_estimators"": 965, ""reg_lambda"": 18.408620951505675, ""subsample"": 0.7575872183924575}",bayes search inside this training fold,
EXP-A2,M8,binary,4,4,r4f4,2597,643,138,0.8258164852255054,0.8139387523854962,0.7938931297709924,0.833984375,0.5502645502645502,0.65,0.5551198069979544,0.9173425572519084,0.701810424810461,104.0,85.0,427.0,27.0,643.0,131.0,512.0,0.21576188836693566,0.03271965652379797,3.246168,0.02081,0.847264,12.0,437.27,nested-bayes,"{""colsample_bytree"": 0.5282057895135501, ""learning_rate"": 0.007955537581329894, ""max_depth"": 3, ""n_estimators"": 513, ""reg_lambda"": 7.726718477963435, ""subsample"": 0.8603553891795412}",bayes search inside this training fold,
