task,model_id,kind,feature,importance_mean,importance_sd,importance_min,importance_max,rank_mean,rank_sd,rank_best,rank_worst,n_folds,n_folds_positive,rank
binary,M4,permutation,time_median,-0.0006247992291378313,0.00032606973693842815,-0.0009983654144238296,-0.0001941747572815622,91.4,25.065913109240604,57,120,5,0,100
binary,M4,permutation,chroma_12_std,-0.0006320984155119191,0.002053457358884995,-0.004198473282442705,0.0007736943907156402,74.0,36.823905279043935,25,128,5,3,101
binary,M4,permutation,env_peak_rate,-0.0006432291862182148,0.0027257535916703126,-0.005016022402494336,0.002281130725190883,79.4,43.40852450844189,30,135,5,2,102
binary,M4,permutation,time_peak_to_peak,-0.0006549391241820612,0.0015750824169586735,-0.0031178287731686294,0.0007879112539618926,87.6,32.807011445726054,46,122,5,2,103
binary,M4,permutation,time_mean,-0.0006565653625522971,0.001741915960719903,-0.0037461601330215145,0.00038167938931297216,83.4,32.439173848912986,50,135,5,2,104
binary,M4,permutation,mfcc_04_std,-0.000666571030125771,0.0026672847692864998,-0.002865456697573521,0.003710192032442794,81.0,52.19674319342156,10,123,5,1,105
binary,M4,permutation,dwt_cD5_energy,-0.0006731291876916876,0.01076328270507843,-0.016119816079639325,0.014231069026242072,80.8,49.696076303869305,4,138,5,2,106
binary,M4,permutation,time_range,-0.0006994851175998873,0.0022753987095757537,-0.0031369520447190767,0.0025426542336672185,87.6,46.42520866942873,10,124,5,2,107
binary,M4,permutation,freq_flux_std,-0.0007436130892216464,0.002219755451460106,-0.003700353045013294,0.002290076335877833,87.2,39.04100408544842,44,129,5,1,108
binary,M4,permutation,dwt_cD3_energy,-0.0007469971611897108,0.0005462414179550727,-0.0013496616651956894,-0.0002901353965183651,91.6,24.825390228554316,54,114,5,0,109
binary,M4,permutation,freq_dominant,-0.0007479464702787153,0.0005100460612272413,-0.0013128265827535568,-1.912327155049187e-05,96.0,17.944358444926362,73,115,5,0,110
binary,M4,permutation,mfcc_11_mean,-0.0007524985125396145,0.0027139345172055357,-0.0033294644584318856,0.0033720373136430946,83.8,50.835027294179746,16,138,5,1,111
binary,M4,permutation,mfcc_05_delta_mean,-0.0007527262711461469,0.00143600794381326,-0.0029950962432714555,0.0005802707930367302,89.8,38.10774199555781,28,126,5,2,112
binary,M4,permutation,freq_flatness_std,-0.0007603863402525745,0.0017170384680476206,-0.003381196629371863,0.001320976757869885,91.2,35.70294105532484,32,128,5,1,113
binary,M4,permutation,dwt_cD2_mean_abs,-0.0008449730746686156,0.0032712623077375286,-0.004919310603654847,0.002663571566745515,85.6,49.58124645468285,29,134,5,3,114
binary,M4,permutation,dwt_cD5_std,-0.0008777350725913124,0.0013166929360057494,-0.002274328551700877,0.0005947053898784138,87.6,44.897661409031095,27,130,5,2,115
binary,M4,permutation,chroma_04_mean,-0.0008992368291713748,0.001092938841061199,-0.0019760963076301485,0.0005791505791505446,96.6,30.104816890325043,48,128,5,1,116
binary,M4,permutation,chroma_12_mean,-0.000915023921706366,0.0024927227050576192,-0.004185789938217177,0.0026538645038168386,86.4,44.76382468020355,20,135,5,1,117
binary,M4,permutation,mfcc_08_std,-0.0009223789133574001,0.0015551091379022728,-0.0036496350364964014,0.0,91.2,34.3030610878971,38,134,5,0,118
binary,M4,permutation,freq_centroid_std,-0.0009342695255811839,0.0021936951587822186,-0.003409090909091006,0.001890505725190872,86.8,37.15777173082368,39,127,5,2,119
binary,M4,permutation,mfcc_10_std,-0.0009350908432542582,0.002407492187770664,-0.003700353045013316,0.0009534051213949457,77.6,48.90092023673992,22,130,5,3,120
binary,M4,permutation,time_shannon_entropy,-0.000984636219117856,0.0020191816596812472,-0.0037587690175813647,0.0013209767578699183,89.2,41.76362053270765,30,129,5,1,121
binary,M4,permutation,time_std,-0.0009902463054868905,0.0009988221236754313,-0.002005862833504435,-2.2204460492503132e-17,96.0,18.881207588499205,72,119,5,0,122
binary,M4,permutation,mfcc_08_delta_mean,-0.0010268691561334496,0.0013732850121675503,-0.0030534351145037773,0.0002895752895752723,94.2,27.44448942866309,55,125,5,1,123
binary,M4,permutation,time_autocorr_peak_value,-0.0010364631582458548,0.002515787678607506,-0.0038356869667549587,0.0026538645038168386,92.2,44.059051283476364,20,132,5,2,124
binary,M4,permutation,chroma_01_mean,-0.0010967992402167016,0.0027048170243192397,-0.004580152671755733,0.0016951779725501658,81.0,45.03887209955418,26,131,5,2,125
binary,M4,permutation,mfcc_04_delta_mean,-0.0011153817173491576,0.0019499493580825266,-0.0037099146807885288,0.0007633587786259443,93.0,30.008332176247315,69,131,5,2,126
binary,M4,permutation,mfcc_05_mean,-0.001130762053057961,0.005030523085975771,-0.009022506619594028,0.004669137333370854,81.0,49.10193478876367,12,138,5,2,127
binary,M4,permutation,chroma_11_mean,-0.001183274458225565,0.0017108044135499898,-0.0036165205873235906,0.00047039002862596656,93.2,35.13829819442029,41,133,5,1,128
binary,M4,permutation,chroma_03_std,-0.0012811860864230386,0.0032483387326070487,-0.0064399953809290535,0.0015267175572518886,87.4,36.712395726784166,52,138,5,2,129
binary,M4,permutation,env_std,-0.0012946520608582948,0.0027455441154338755,-0.0041984732824427275,0.0027515207538168496,91.0,45.60701700396552,18,130,5,1,130
binary,M4,permutation,mfcc_12_delta_mean,-0.0013115907286897909,0.0010831215457933006,-0.002877434264295586,-8.945610687016714e-06,106.0,13.2664991614216,92,124,5,0,131
binary,M4,permutation,chroma_08_std,-0.001356856452906694,0.002178414075757725,-0.004166666666666719,0.0011450381679389166,92.6,46.68832830590532,31,136,5,2,132
binary,M4,permutation,env_mean,-0.0014543776155108,0.002704107067961186,-0.004677618558695274,0.001610630442747185,91.6,45.263671967704965,28,132,5,2,133
binary,M4,permutation,time_autocorr_peak_lag,-0.0014885244978314737,0.0009679369274575517,-0.002290076335877844,0.00018461312150630516,104.8,25.87856255668,61,126,5,1,134
binary,M4,permutation,mfcc_02_delta_mean,-0.0015878502944434649,0.0026777653664087154,-0.004961832061068672,0.0015062501804324446,90.4,49.07952730008715,14,133,5,2,135
binary,M4,permutation,dwt_cD4_energy,-0.0015998754123175152,0.004753472999825694,-0.008583694180319323,0.0044906030774559905,90.8,49.428736581061834,9,137,5,2,136
binary,M4,permutation,time_sample_entropy,-0.0016763731176493632,0.0037875090295388827,-0.004526331273904105,0.0039942151717557665,96.8,56.88321369261761,7,136,5,2,137
binary,M4,permutation,time_iqr,-0.00170548922043972,0.0062375458154462745,-0.00892541924095327,0.005637206549615248,73.0,60.64239441183041,8,137,5,2,138
binary,M5,impurity,mfcc_04_mean,0.2623979121088013,0.04274569542252923,0.2054627303049075,0.3054854068444318,1.0,0.0,1,1,5,5,1
binary,M5,impurity,dwt_cD1_entropy,0.15313628684852282,0.03587453261608506,0.10471592045153862,0.1871753228880933,2.4,0.5477225575051661,2,3,5,5,2
binary,M5,impurity,time_zcr_mean,0.09316913976602254,0.047632266002705335,0.03562373155406348,0.15642384366153847,3.0,1.224744871391589,2,5,5,5,3
binary,M5,impurity,dwt_cD5_energy,0.0410950961445409,0.008961341840826854,0.03191397397369992,0.05574798272015237,4.2,0.8366600265340756,3,5,5,5,4
binary,M5,impurity,dwt_cD1_energy,0.03576279290838095,0.013639959182819805,0.019358600643261958,0.05642173754200588,5.6,2.3021728866442674,4,9,5,5,5
binary,M5,impurity,time_iqr,0.030068499304458363,0.005627917877590849,0.02331099761628788,0.03839334522940555,6.4,0.5477225575051663,6,7,5,5,6
binary,M5,impurity,dwt_cD4_energy,0.015033323604764903,0.010717639364148657,0.00553720506428599,0.031153772923935757,14.2,9.257429448826494,6,27,5,5,7
binary,M5,impurity,dwt_cD5_mean_abs,0.014438974966929915,0.011103665850188836,0.0075322987469144025,0.034035036822099074,13.6,6.107372593840988,5,20,5,5,8
binary,M5,impurity,freq_band_power_350_400,0.013342462595849336,0.016292149434819162,0.00040834881041633577,0.04128435922125124,37.0,46.11398920067532,5,118,5,5,9
binary,M5,impurity,freq_band_power_250_350,0.011870989735528538,0.011519212213648598,0.0005594487892347456,0.026631069471729264,42.0,47.74410958432464,6,113,5,5,10
binary,M5,impurity,dwt_cA5_energy,0.01049779114602761,0.006151171778024241,0.0054400972731706455,0.019797344883642064,17.2,8.07465169527454,7,27,5,5,11
binary,M5,impurity,time_duration,0.010473650113391176,0.0025393530430459672,0.008086809882535828,0.014462477463725736,14.2,2.588435821108957,10,17,5,5,12
binary,M5,impurity,time_energy,0.010458426896248204,0.005967433163435028,0.003292493372121488,0.017010502292973788,19.4,13.069047402163633,8,40,5,5,13
binary,M5,impurity,mfcc_05_mean,0.009162607993360194,0.003539559233285214,0.0049700972915271355,0.012920908318201987,17.0,7.648529270389177,10,29,5,5,14
binary,M5,impurity,mfcc_05_std,0.009106054277994298,0.004955922450447591,0.004985746381731282,0.01655133615264261,18.4,8.17312669668102,8,26,5,5,15
binary,M5,impurity,mfcc_02_mean,0.008723948177498695,0.0034886561039270676,0.0029740149517516754,0.012197159807340267,19.0,12.389511693363866,11,41,5,5,16
binary,M5,impurity,chroma_05_std,0.00827560397711084,0.006728223411603436,0.0020034206729511225,0.01654262241522168,30.2,22.264321233758732,10,61,5,5,17
binary,M5,impurity,dwt_cA5_std,0.00786462624146336,0.009378176398733095,0.00025635972069803695,0.02370109750179635,47.0,47.885279575251516,7,126,5,5,18
binary,M5,impurity,chroma_07_std,0.007845675496176546,0.0041784867551971205,0.002857474629111845,0.011376823674041926,23.8,14.060583202698243,13,42,5,5,19
binary,M5,impurity,dwt_cD3_mean_abs,0.007641535553113215,0.005955949820475847,0.0010560569081211166,0.01639187213779034,34.4,31.98906063015918,9,87,5,5,20
binary,M5,impurity,time_hjorth_complexity,0.007276197237469172,0.0012143158156737465,0.005613376585437451,0.008486576575359336,18.2,2.489979919597747,16,22,5,5,21
binary,M5,impurity,dwt_cD1_std,0.006999196464863954,0.007257633717543158,0.00014800222581467186,0.0150858850402498,50.0,48.394214530251446,9,129,5,5,22
binary,M5,impurity,dwt_cD4_mean_abs,0.006910568229171242,0.006649244504309723,0.00011517637425180363,0.015098028328298782,60.8,65.51488380513241,9,133,5,5,23
binary,M5,impurity,mfcc_01_std,0.006874602553498624,0.004307006618764791,0.001782009658339653,0.012297231374143352,31.2,23.44568190520378,11,64,5,5,24
binary,M5,impurity,mfcc_01_mean,0.00539183196716539,0.0028105883276834053,0.003259573193615049,0.010163857769385179,30.2,10.66302021005306,13,41,5,5,25
binary,M5,impurity,chroma_07_mean,0.004970392629811448,0.006132127779203312,0.0003348388334224785,0.015500209840745969,56.0,43.14510400960925,10,121,5,5,26
binary,M5,impurity,dwt_cA5_mean_abs,0.00468389328026519,0.002061525015431835,0.0016160866705056183,0.007225092536973469,35.2,20.26573462769115,18,70,5,5,27
binary,M5,impurity,time_autocorr_peak_value,0.004574420688433776,0.0032592027285753347,0.0010599134234720077,0.009828671028852152,41.6,26.4253666010521,14,83,5,5,28
binary,M5,impurity,dwt_cD5_std,0.0045625783650769785,0.006119642090345716,0.0005141558998268857,0.015117825382842828,62.0,42.36153915995027,8,110,5,5,29
binary,M5,impurity,mfcc_01_delta_mean,0.004171724767787117,0.001354137927150275,0.0020284783314320084,0.005242052532074546,36.8,14.788509052639485,24,62,5,5,30
binary,M5,impurity,mfcc_03_mean,0.004059245241392206,0.0018587674956774697,0.0020795950983668516,0.006475726704022421,38.4,15.931101656822104,21,59,5,5,31
binary,M5,impurity,chroma_06_mean,0.004058536565106489,0.0016192247751818573,0.0019314022531447396,0.0056488289661354284,37.8,15.22169504358828,25,60,5,5,32
binary,M5,impurity,freq_band_power_20_50,0.004005635849584593,0.003026179298193511,0.0005086230536031867,0.008320084016171781,52.8,38.71304689636299,18,114,5,5,33
binary,M5,impurity,mfcc_13_delta_mean,0.003988434251076798,0.001749203161340935,0.0016648665116043419,0.005608670533858905,37.4,19.256167843057455,19,65,5,5,34
binary,M5,impurity,time_median,0.003879212991151995,0.002107759255931166,0.0005119497511695733,0.005765313254468557,45.8,36.25189650211421,24,110,5,5,35
binary,M5,impurity,chroma_01_mean,0.0038629143158040204,0.0015256807842721543,0.0018286888663927626,0.005919345985242258,40.2,15.287249589118376,25,63,5,5,36
binary,M5,impurity,mfcc_02_delta_mean,0.0038461128736473433,0.0017528873402045467,0.001898868714352767,0.006207970715550403,40.6,16.37986568931504,23,65,5,5,37
binary,M5,impurity,freq_rolloff95_mean,0.0037037284687918407,0.0028635406158594324,0.0008667063607424435,0.0075491117456969094,50.0,34.19064199455752,18,99,5,5,38
binary,M5,impurity,mfcc_12_mean,0.003628436713324957,0.00239161665084886,0.0015694019021205666,0.007622122921712226,45.4,18.256505689753446,18,67,5,5,39
binary,M5,impurity,dwt_cD2_entropy,0.0034910076772593306,0.0018910399774265587,0.0011974937898662056,0.005258714099969445,47.4,24.151604501564695,28,81,5,5,40
binary,M5,impurity,mfcc_12_std,0.003364983420357321,0.0018587480595541402,0.0015109069166200297,0.006389204945190818,46.6,18.22909761891685,22,73,5,5,41
binary,M5,impurity,mfcc_06_delta_mean,0.003316948651820821,0.002762456517073795,0.0011942052636673749,0.007779954393852604,54.0,26.627053911388696,17,81,5,5,42
binary,M5,impurity,freq_flux_mean,0.0032851772109243364,0.0019841208965332333,0.0006312299940137283,0.005854651482337591,50.8,31.633842637276935,26,105,5,5,43
binary,M5,impurity,time_zcr_std,0.003089244162744407,0.0014478336414641265,0.0020560579165479153,0.005579901438647402,46.8,12.988456413292536,27,59,5,5,44
binary,M5,impurity,time_sample_entropy,0.003085230112100141,0.0025291015310485434,0.0007410670758549384,0.007279726149296797,56.2,30.16123339653072,22,101,5,5,45
binary,M5,impurity,mfcc_10_std,0.0030348548514656597,0.002354262542919947,0.0008858992254135055,0.006418622997958638,58.6,33.16323265304515,25,94,5,5,46
binary,M5,impurity,time_skewness,0.002924754147861985,0.0011782326921364998,0.0019686955350888048,0.004448098211166344,47.8,13.663820841916802,33,61,5,5,47
binary,M5,impurity,mfcc_08_delta_mean,0.0028797899860697153,0.001210097336971881,0.0015022310990172685,0.00403715595467821,49.8,18.308467986153293,32,72,5,5,48
binary,M5,impurity,mfcc_05_delta_mean,0.002866409596489948,0.0014991363149138438,0.000910245017139763,0.00511101617995277,52.4,24.99599967994879,29,95,5,5,49
binary,M5,impurity,mfcc_07_delta_mean,0.0028279446745294637,0.0017680155019103344,0.0009106141066036735,0.005319089011489299,55.8,26.451843035977664,27,94,5,5,50
binary,M5,impurity,env_peak_rate,0.0028120451501599947,0.0008322782621241826,0.0017442544906818597,0.0037288271270519415,48.6,13.011533345459329,37,67,5,5,51
binary,M5,impurity,freq_peak_power,0.002727787036595311,0.0032223663463318286,0.0007408765440540331,0.008396604542949946,67.4,32.4468796650772,17,99,5,5,52
binary,M5,impurity,mfcc_06_std,0.002662534374104187,0.0008650842773339503,0.001217693651875945,0.0035427530089574585,51.2,16.84339633209407,37,80,5,5,53
binary,M5,impurity,env_kurtosis,0.002583598116971722,0.0015855336073350916,0.0007916322229217468,0.004205487263097354,59.6,30.835044997534865,34,98,5,5,54
binary,M5,impurity,freq_centroid_std,0.0025508384390738443,0.0016075735956304945,0.0009670936461622011,0.005216598268645815,59.0,22.135943621178654,28,90,5,5,55
binary,M5,impurity,mfcc_07_mean,0.0024056545611099234,0.0019519278343299955,0.00032480785401501147,0.00555890259051661,64.6,36.57594838141589,20,120,5,5,56
binary,M5,impurity,mfcc_03_std,0.00234267273944159,0.0014000563386139795,0.0009604671187227638,0.004027186067043695,62.2,25.341665296503308,32,92,5,5,57
binary,M5,impurity,mfcc_13_mean,0.0023089625758300177,0.0005334079464298208,0.0014351813668451844,0.002802436230297609,56.0,10.931605554537724,48,75,5,5,58
binary,M5,impurity,mfcc_10_mean,0.002283452682335703,0.002118410417813557,0.0006728980075686043,0.005956825563494974,68.8,30.809089567853185,24,108,5,5,59
binary,M5,impurity,mfcc_11_mean,0.0022752535182670674,0.0012158179568856596,0.0009856108415898515,0.0035361494203737013,62.2,21.253235047869772,40,89,5,5,60
binary,M5,impurity,freq_rolloff85_std,0.0021090658920881415,0.0015994951273071885,6.182109646524523e-05,0.0037297096145551254,73.6,44.25268353444794,40,136,5,5,61
binary,M5,impurity,dwt_cD2_energy,0.002105840893761915,0.0014670586249198583,0.0,0.0035575013717246196,68.0,41.81506905411015,36,137,5,4,62
binary,M5,impurity,dwt_cA5_entropy,0.002046621517318771,0.0010005661329378773,0.0005819698079630298,0.0032715273860185064,63.4,26.829088691194862,38,108,5,5,63
binary,M5,impurity,freq_centroid_mean,0.0020402758375598256,0.00042378391636426464,0.0013893398024213725,0.0024799627498106377,59.8,10.059821071967434,49,75,5,5,64
binary,M5,impurity,time_hjorth_mobility,0.0020249043939663458,0.00185484393846788,0.000466284265686166,0.004180670209223236,78.8,38.76467464070865,35,119,5,5,65
binary,M5,impurity,mfcc_06_mean,0.0020238454997510576,0.0010433894766030362,0.000686112421019798,0.003402479333079713,67.8,24.221890925359236,47,107,5,5,66
binary,M5,impurity,mfcc_12_delta_mean,0.0020216410523629176,0.0023555398687934263,0.00043711538885353685,0.006148375803820493,78.6,37.058062550543575,22,113,5,5,67
binary,M5,impurity,time_max,0.001980261370651745,0.0018440038939397327,0.0004289165597448991,0.00506216396662326,72.8,33.588688572196446,28,113,5,5,68
binary,M5,impurity,env_std,0.0019068393661579232,0.0009597540776990818,0.000744648583166412,0.0033290088050546935,67.2,25.351528553521188,38,106,5,5,69
binary,M5,impurity,freq_band_power_150_250,0.0018764287445710264,0.0024920602650155346,0.0002384337494191137,0.006275670848355419,84.6,41.74086726458855,19,128,5,5,70
binary,M5,impurity,mfcc_09_mean,0.001871272326871639,0.0012776357414991302,0.0008900468779520031,0.003961569011439745,68.8,25.09382394136055,33,96,5,5,71
binary,M5,impurity,freq_flatness_mean,0.0018433400970140758,0.0008581256594031813,0.0006309222926573916,0.0026822551002002475,68.2,24.1805707128678,47,106,5,5,72
binary,M5,impurity,freq_rolloff95_std,0.0018381501512609063,0.0019919584917618793,8.189349402196495e-05,0.0050929871886196,81.0,41.430664971733194,30,133,5,5,73
binary,M5,impurity,mfcc_09_std,0.0017546023416003692,0.0006696286389702306,0.0009622107990939833,0.0026637460502723018,67.8,16.783920876839236,49,91,5,5,74
binary,M5,impurity,mfcc_11_delta_mean,0.0017526876757945748,0.0011199127444512288,0.0008409642938359776,0.0035582196806663523,72.2,22.81885185542866,39,95,5,5,75
binary,M5,impurity,dwt_cD2_mean_abs,0.001716631059010015,0.0030027272699767685,3.447931020913186e-05,0.00704964242776915,98.8,46.43490066749362,21,134,5,5,76
binary,M5,impurity,chroma_06_std,0.0017086199321598634,0.002212200987823471,0.0,0.005370382534747981,89.6,49.3386258422344,22,138,5,4,77
binary,M5,impurity,env_mean,0.0016694738109826804,0.001306007540707945,0.00021576074783194476,0.0037317135353132774,76.2,33.056013068729264,34,125,5,5,78
binary,M5,impurity,time_range,0.001661038868105542,0.0025340595104421534,2.8599905203822275e-06,0.006013113332492568,94.4,47.95101667326773,23,136,5,5,79
binary,M5,impurity,dwt_cD4_std,0.0016476912235946245,0.0020301013031287793,0.00038989354369047636,0.0052422468726514414,84.8,37.00945825056076,23,114,5,5,80
binary,M5,impurity,dwt_cD2_std,0.0015538173383505226,0.0013285487360604918,0.0002793232833692282,0.0032457563012192343,81.4,37.1860188780676,39,121,5,5,81
binary,M5,impurity,mfcc_13_std,0.001534134688363619,0.0010324650512521891,0.0006206910583525674,0.003289135418924267,77.8,24.68197723035981,42,110,5,5,82
binary,M5,impurity,chroma_04_std,0.001521696189151076,0.0011359863455675818,0.0002563532773022863,0.003129423900915302,80.0,32.73377460666582,42,123,5,5,83
binary,M5,impurity,mfcc_08_std,0.001455614083369428,0.0010142674318774259,0.0005860352385309553,0.0029950056488811214,82.2,25.839891640639674,49,108,5,5,84
binary,M5,impurity,chroma_11_std,0.0014481465951045416,0.0012051729108002536,0.00013775704326858554,0.0033298943407276817,82.2,34.78074179772479,35,127,5,5,85
binary,M5,impurity,chroma_05_mean,0.0013760392209400496,0.0004886373400032747,0.0009463668190101031,0.0021375580774487314,78.2,14.618481453283716,57,93,5,5,86
binary,M5,impurity,chroma_08_mean,0.0013302025672212088,0.0009206432455368445,0.00024017875332954294,0.0025861930117043468,84.0,30.306764921383476,48,127,5,5,87
binary,M5,impurity,mfcc_04_delta_mean,0.0013052145651867135,0.0005032521085311948,0.0005899764653003924,0.0018254828788201447,80.8,18.793615937333612,65,111,5,5,88
binary,M5,impurity,dwt_cD3_entropy,0.0013002294744239701,0.000513105367288353,0.0007097190239168783,0.002091142089639356,79.8,14.906374475371265,60,100,5,5,89
binary,M5,impurity,chroma_11_mean,0.0012974110978264308,0.0009014282142979324,6.82251778793461e-06,0.0023414848410684124,84.2,32.252131712493046,52,134,5,5,90
binary,M5,impurity,chroma_02_mean,0.001285851044630468,0.0007412286412882323,0.00023987036020812287,0.002121311978954781,82.2,27.887273082895717,57,127,5,5,91
binary,M5,impurity,dwt_cD1_mean_abs,0.0012753270484483488,0.001241396679889573,0.00020049723830729607,0.0034142928369572953,88.8,33.29714702493293,38,129,5,5,92
binary,M5,impurity,mfcc_03_delta_mean,0.001274150141683547,0.0003570855003159495,0.0008913559593099649,0.001661123600588839,81.2,11.945710527214361,71,96,5,5,93
binary,M5,impurity,mfcc_11_std,0.0012703923275325377,0.0009340710931753988,0.00017770283596080206,0.002244860944175394,86.8,35.08845964131228,53,128,5,5,94
binary,M5,impurity,time_autocorr_peak_lag,0.0012678650982970927,0.0014244414272265933,0.00029820592639628684,0.003781947055945806,91.8,31.917080066948483,37,118,5,5,95
binary,M5,impurity,freq_total_power,0.0012140164085534398,0.0006142724447890387,0.0005281963530386265,0.002026866315828391,83.0,21.6794833886788,58,109,5,5,96
binary,M5,impurity,chroma_12_mean,0.0012108249506018495,0.0007183586982497015,0.0003876207431933417,0.002087759760051424,86.8,25.351528553521188,58,122,5,5,97
binary,M5,impurity,freq_rolloff85_mean,0.0011483114763856635,0.0004794480958105665,0.0005602574612907703,0.0018679875209495543,84.8,17.991664736760743,64,112,5,5,98
binary,M5,impurity,freq_band_power_100_150,0.0010976413946410125,0.0009218961158547983,0.000375153079576114,0.0026930030981949134,94.2,25.27251471460646,53,119,5,5,99
binary,M5,impurity,dwt_cD4_entropy,0.0010951221203127088,0.0008445224473362488,0.00022775923087471134,0.0020860170171330327,90.6,31.97342646636422,55,126,5,5,100
binary,M5,impurity,dwt_cD5_entropy,0.001064543024280862,0.0006296362086939647,0.00047927765195249217,0.002118581968163634,90.6,21.72095762161512,58,117,5,5,101
binary,M5,impurity,env_skew,0.0010542515801165698,0.0013400445496695678,0.00013114380008393223,0.00341285416793352,99.6,34.464474462843626,41,131,5,5,102
binary,M5,impurity,chroma_04_mean,0.001023503768098416,0.0005343043993713614,0.00029727312005897104,0.0017958507878022877,89.2,19.841874911408954,64,119,5,5,103
binary,M5,impurity,mfcc_10_delta_mean,0.0010067061864062017,0.00018938036516772628,0.0007267906897786193,0.001254859724340193,89.8,9.338094023943,78,104,5,5,104
binary,M5,impurity,chroma_09_std,0.0009640905384348843,0.0008596600414819929,1.3250114067077751e-06,0.0023006433334088806,96.8,31.059620087824644,54,136,5,5,105
binary,M5,impurity,mfcc_02_std,0.0009604165214003197,0.0007618836586563719,0.00013106328210484862,0.0021935858589628514,94.8,26.451843035977664,55,128,5,5,106
binary,M5,impurity,time_peak_to_peak,0.0009511541260596222,0.001332461457681087,0.00010388192938805697,0.003258411078414542,102.2,36.547229717175554,43,131,5,5,107
binary,M5,impurity,mfcc_07_std,0.0009396886411069634,0.00044990339754738453,0.00026777746323788107,0.0013234528943955398,93.4,20.107212636265622,77,122,5,5,108
binary,M5,impurity,freq_bandwidth_std,0.0009221918453187498,0.000998877639784951,0.0001433881333518684,0.0026477699607735114,98.4,32.06711711395336,45,129,5,5,109
binary,M5,impurity,chroma_09_mean,0.0009079204800589666,0.0006148896654100838,0.00014936610671470788,0.0018248838818107392,96.8,22.928148638736623,66,128,5,5,110
binary,M5,impurity,freq_spectral_entropy,0.0008727213001211286,0.0003533927635426569,0.0002608091310761459,0.001132280218134459,95.0,17.190113437671087,84,125,5,5,111
binary,M5,impurity,time_kurtosis,0.0007516676257360612,0.000380082309605495,0.00030427019362546894,0.001208810662703911,100.8,18.579558659989747,79,122,5,5,112
binary,M5,impurity,time_mean,0.0007464396546031096,0.0007062274393529183,0.0002476926113936143,0.00195019877736232,103.8,25.312052465179505,62,126,5,5,113
binary,M5,impurity,time_min,0.0007321982637367795,0.0008537891381527858,0.00019525587279822017,0.002205171776891594,104.6,31.14963884220811,52,125,5,5,114
binary,M5,impurity,dwt_cD3_energy,0.0007309493332857322,0.000508434537209851,0.0001578909259375732,0.0014723491305220614,102.4,21.232051243344344,73,126,5,5,115
binary,M5,impurity,freq_bandwidth_mean,0.00073014168025539,0.0005709775012191069,0.00010394422557814505,0.0015427172104873956,102.4,25.46173599737457,68,130,5,5,116
binary,M5,impurity,chroma_02_std,0.0007261638785795162,0.00037111779739173393,0.0002206723934788497,0.0011360606602798808,101.2,16.709278859364336,82,124,5,5,117
binary,M5,impurity,chroma_10_std,0.000719784028665782,0.0006886076747580445,2.271518261552654e-05,0.0016793235228140938,103.8,29.277978072264485,67,135,5,5,118
binary,M5,impurity,mfcc_04_std,0.0007135271526121183,0.000535216017436047,8.65778362093402e-05,0.0013076995242470744,101.8,23.920702330826327,76,132,5,5,119
binary,M5,impurity,chroma_03_std,0.0006802648723541515,0.0005612583581689996,0.00017583117044042609,0.00163313089329071,104.4,21.326040420106118,69,124,5,5,120
binary,M5,impurity,freq_band_power_50_100,0.0006780996107061438,0.0007039209221745728,1.3420253469930832e-05,0.001684661222280477,106.8,29.192464781172557,69,135,5,5,121
binary,M5,impurity,chroma_12_std,0.000672489138377569,0.00030627529322777215,0.0003946032029397949,0.0011528051114040416,104.6,14.62190138114739,83,120,5,5,122
binary,M5,impurity,time_var,0.0006561976746763771,0.00038557895264718165,0.00020913092877732168,0.0010723259948339804,104.4,19.957454747537323,84,128,5,5,123
binary,M5,impurity,time_crest_factor,0.000650662905049865,0.0007243866366736958,3.9126469172732455e-06,0.0016518130318133918,107.6,30.672463220289302,69,137,5,5,124
binary,M5,impurity,mfcc_09_delta_mean,0.0006393577685967493,0.0004820729875121606,0.00014417687369519948,0.0013778721568396672,107.8,20.78942038634074,76,130,5,5,125
binary,M5,impurity,dwt_cD3_std,0.0005487801418907719,0.0005719443802795833,4.297136355085239e-06,0.0014943644620543798,111.2,23.220680437919988,73,135,5,5,126
binary,M5,impurity,time_std,0.00044999689780228535,0.00031047800019223446,8.807360509586833e-05,0.0008588891551493431,112.8,15.238110119040353,92,131,5,5,127
binary,M5,impurity,chroma_10_mean,0.0004495840666134831,0.0004043328120811138,0.0,0.0007868861614594095,114.8,19.562719647329203,97,138,5,4,128
binary,M5,impurity,mfcc_08_mean,0.0004407288373499867,0.0003410579013042426,8.096505596452131e-05,0.0008756512957865125,115.4,16.516658257650064,98,135,5,5,129
binary,M5,impurity,chroma_03_mean,0.00043028714293885385,0.0002863995212586219,4.880846149800131e-05,0.000828888809043929,114.8,12.637246535539298,98,133,5,5,130
binary,M5,impurity,chroma_01_std,0.00040751400736773884,0.0003617142443667427,9.450089197597283e-05,0.0009380342515393102,116.4,17.242389625571047,93,134,5,5,131
binary,M5,impurity,chroma_08_std,0.0003992610407228316,0.0003250569897915188,0.00015598744612678749,0.0009654507237921526,116.6,15.142654985173504,90,127,5,5,132
binary,M5,impurity,time_rms,0.0003902044936676427,0.00019657757208935804,0.00017426676942093077,0.0006846033243594665,118.2,8.31865373723417,108,129,5,5,133
binary,M5,impurity,freq_flatness_std,0.0003591970236048661,0.0004902279710629042,0.0,0.0012046409601619396,118.8,23.188359148503803,80,137,5,4,134
