run,task,arm,model_id,fold_label,repeat,fold,n_train,n_test,n_features,fit_seconds,predict_seconds,params
EXP-B1,pascal_a,nested search,M6,r4f1,4,1,62,62,138,3.841075,0.145703,"{""members"": {""M3"": {""C"": 0.01, ""class_weight"": ""balanced"", ""gamma"": 0.0001}, ""M4"": {""class_weight"": ""balanced"", ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 100}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}"
EXP-B1,pascal_a,nested search,M7,r0f0,0,0,62,62,138,60.676022,0.212382,"{""members"": {""M3"": {""C"": 3.217559031172368, ""class_weight"": ""balanced"", ""gamma"": 0.00013046856657967856}, ""M4"": {""class_weight"": null, ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 9, ""n_estimators"": 231}, ""M5"": {""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}}}"
EXP-B1,pascal_a,nested search,M7,r0f1,0,1,62,62,138,37.524961,0.686114,"{""members"": {""M3"": {""C"": 1.9247346954836364, ""class_weight"": ""balanced"", ""gamma"": 0.003090214998845765}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": 30, ""max_features"": 0.3, ""min_samples_leaf"": 10, ""n_estimators"": 971}, ""M5"": {""learning_rate"": 0.44262861542667187, ""max_depth"": 3, ""min_samples_leaf"": 11, ""n_estimators"": 194, ""subsample"": 0.9995879620187467}}}"
EXP-B1,pascal_a,nested search,M7,r1f0,1,0,62,62,138,57.613453,0.140754,"{""members"": {""M3"": {""C"": 96.09812947036423, ""class_weight"": null, ""gamma"": 0.0008263688714158015}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": 5, ""max_features"": 0.3, ""min_samples_leaf"": 2, ""n_estimators"": 100}, ""M5"": {""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}}}"
EXP-B1,pascal_a,nested search,M7,r1f1,1,1,62,62,138,21.00912,0.429628,"{""members"": {""M3"": {""C"": 7.219059299846868, ""class_weight"": ""balanced"", ""gamma"": 0.0027637329146332416}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 488}, ""M5"": {""learning_rate"": 0.4049154811199577, ""max_depth"": 2, ""min_samples_leaf"": 4, ""n_estimators"": 116, ""subsample"": 0.7020677802628514}}}"
EXP-B1,pascal_a,nested search,M7,r2f0,2,0,62,62,138,15.041385,0.133481,"{""members"": {""M3"": {""C"": 1000.0, ""class_weight"": null, ""gamma"": 0.0017355539850116507}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": 30, ""max_features"": ""log2"", ""min_samples_leaf"": 5, ""n_estimators"": 147}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}"
EXP-B1,pascal_a,nested search,M7,r2f1,2,1,62,62,138,14.309422,0.119975,"{""members"": {""M3"": {""C"": 0.01, ""class_weight"": ""balanced"", ""gamma"": 0.0001}, ""M4"": {""class_weight"": null, ""max_depth"": 5, ""max_features"": ""log2"", ""min_samples_leaf"": 9, ""n_estimators"": 104}, ""M5"": {""learning_rate"": 0.4426260313755176, ""max_depth"": 3, ""min_samples_leaf"": 11, ""n_estimators"": 194, ""subsample"": 0.9995875684567654}}}"
EXP-B1,pascal_a,nested search,M7,r3f0,3,0,62,62,138,51.994898,0.161406,"{""members"": {""M3"": {""C"": 0.06904237819271952, ""class_weight"": ""balanced"", ""gamma"": 0.000918023231548625}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4, ""n_estimators"": 190}, ""M5"": {""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}}}"
EXP-B1,pascal_a,nested search,M7,r3f1,3,1,62,62,138,26.496662,0.526943,"{""members"": {""M3"": {""C"": 196.00189237673715, ""class_weight"": null, ""gamma"": 0.0002697639376598033}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 7, ""n_estimators"": 892}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}"
EXP-B1,pascal_a,nested search,M7,r4f0,4,0,62,62,138,21.862245,0.20869,"{""members"": {""M3"": {""C"": 2.151140310517972, ""class_weight"": ""balanced"", ""gamma"": 0.004973737230039493}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4, ""n_estimators"": 190}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}"
EXP-B1,pascal_a,nested search,M7,r4f1,4,1,62,62,138,12.734699,0.146002,"{""members"": {""M3"": {""C"": 0.01, ""class_weight"": ""balanced"", ""gamma"": 0.0001}, ""M4"": {""class_weight"": ""balanced"", ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 100}, ""M5"": {""learning_rate"": 0.0173579720185871, ""max_depth"": 4, ""min_samples_leaf"": 13, ""n_estimators"": 170, ""subsample"": 0.6571467271687763}}}"
EXP-B1-defaults,pascal_a,config defaults (the defaults arm shipped beside EXP-B1),M1,r0f0,0,0,62,62,138,0.052838,0.00411,{}
EXP-B1-defaults,pascal_a,config defaults (the defaults arm shipped beside EXP-B1),M1,r0f1,0,1,62,62,138,0.054092,0.002606,{}
EXP-B1-defaults,pascal_a,config defaults (the defaults arm shipped beside EXP-B1),M1,r1f0,1,0,62,62,138,0.036432,0.003796,{}
EXP-B1-defaults,pascal_a,config defaults (the defaults arm shipped beside EXP-B1),M1,r1f1,1,1,62,62,138,0.042691,0.003924,{}
EXP-B1-defaults,pascal_a,config defaults (the defaults arm shipped beside EXP-B1),M1,r2f0,2,0,62,62,138,0.039725,0.003792,{}
EXP-B1-defaults,pascal_a,config defaults (the defaults arm shipped beside EXP-B1),M1,r2f1,2,1,62,62,138,0.047942,0.002741,{}
EXP-B1-defaults,pascal_a,config defaults (the defaults arm shipped beside EXP-B1),M1,r3f0,3,0,62,62,138,0.033214,0.002699,{}
EXP-B1-defaults,pascal_a,config defaults (the defaults arm shipped beside EXP-B1),M1,r3f1,3,1,62,62,138,0.046215,0.00256,{}
EXP-B1-defaults,pascal_a,config defaults (the defaults arm shipped beside EXP-B1),M1,r4f0,4,0,62,62,138,0.0436,0.002534,{}
EXP-B1-defaults,pascal_a,config defaults (the defaults arm shipped beside EXP-B1),M1,r4f1,4,1,62,62,138,0.050979,0.002996,{}
EXP-B1-defaults,pascal_a,config defaults (the defaults arm shipped beside EXP-B1),M3,r0f0,0,0,62,62,138,0.140598,0.03968,{}
EXP-B1-defaults,pascal_a,config defaults (the defaults arm shipped beside EXP-B1),M3,r0f1,0,1,62,62,138,0.110192,0.026407,{}
EXP-B1-defaults,pascal_a,config defaults (the defaults arm shipped beside EXP-B1),M3,r1f0,1,0,62,62,138,0.07926,0.027978,{}
EXP-B1-defaults,pascal_a,config defaults (the defaults arm shipped beside EXP-B1),M3,r1f1,1,1,62,62,138,0.084202,0.025122,{}
EXP-B1-defaults,pascal_a,config defaults (the defaults arm shipped beside EXP-B1),M3,r2f0,2,0,62,62,138,0.087914,0.027559,{}
EXP-B1-defaults,pascal_a,config defaults (the defaults arm shipped beside EXP-B1),M3,r2f1,2,1,62,62,138,0.062371,0.019021,{}
EXP-B1-defaults,pascal_a,config defaults (the defaults arm shipped beside EXP-B1),M3,r3f0,3,0,62,62,138,0.064555,0.018411,{}
EXP-B1-defaults,pascal_a,config defaults (the defaults arm shipped beside EXP-B1),M3,r3f1,3,1,62,62,138,0.077313,0.02013,{}
EXP-B1-defaults,pascal_a,config defaults (the defaults arm shipped beside EXP-B1),M3,r4f0,4,0,62,62,138,0.066835,0.020008,{}
EXP-B1-defaults,pascal_a,config defaults (the defaults arm shipped beside EXP-B1),M3,r4f1,4,1,62,62,138,0.067464,0.019537,{}
EXP-B1-defaults,pascal_a,config defaults (the defaults arm shipped beside EXP-B1),M4,r0f0,0,0,62,62,138,1.588304,0.362045,{}
EXP-B1-defaults,pascal_a,config defaults (the defaults arm shipped beside EXP-B1),M4,r0f1,0,1,62,62,138,1.89132,0.407093,{}
EXP-B1-defaults,pascal_a,config defaults (the defaults arm shipped beside EXP-B1),M4,r1f0,1,0,62,62,138,1.528057,0.319758,{}
EXP-B1-defaults,pascal_a,config defaults (the defaults arm shipped beside EXP-B1),M4,r1f1,1,1,62,62,138,1.539013,0.306733,{}
EXP-B1-defaults,pascal_a,config defaults (the defaults arm shipped beside EXP-B1),M4,r2f0,2,0,62,62,138,1.725091,0.300107,{}
EXP-B1-defaults,pascal_a,config defaults (the defaults arm shipped beside EXP-B1),M4,r2f1,2,1,62,62,138,1.52723,0.349703,{}
EXP-B1-defaults,pascal_a,config defaults (the defaults arm shipped beside EXP-B1),M4,r3f0,3,0,62,62,138,1.472995,0.241147,{}
EXP-B1-defaults,pascal_a,config defaults (the defaults arm shipped beside EXP-B1),M4,r3f1,3,1,62,62,138,1.67471,0.237181,{}
EXP-B1-defaults,pascal_a,config defaults (the defaults arm shipped beside EXP-B1),M4,r4f0,4,0,62,62,138,1.470641,0.25187,{}
EXP-B1-defaults,pascal_a,config defaults (the defaults arm shipped beside EXP-B1),M4,r4f1,4,1,62,62,138,1.517591,0.229921,{}
EXP-B1-defaults,pascal_a,config defaults (the defaults arm shipped beside EXP-B1),M5,r0f0,0,0,62,62,138,2.257122,0.007792,{}
EXP-B1-defaults,pascal_a,config defaults (the defaults arm shipped beside EXP-B1),M5,r0f1,0,1,62,62,138,1.958542,0.009449,{}
EXP-B1-defaults,pascal_a,config defaults (the defaults arm shipped beside EXP-B1),M5,r1f0,1,0,62,62,138,2.202596,0.006806,{}
EXP-B1-defaults,pascal_a,config defaults (the defaults arm shipped beside EXP-B1),M5,r1f1,1,1,62,62,138,2.06647,0.009294,{}
EXP-B1-defaults,pascal_a,config defaults (the defaults arm shipped beside EXP-B1),M5,r2f0,2,0,62,62,138,1.887853,0.00628,{}
EXP-B1-defaults,pascal_a,config defaults (the defaults arm shipped beside EXP-B1),M5,r2f1,2,1,62,62,138,2.126743,0.009317,{}
EXP-B1-defaults,pascal_a,config defaults (the defaults arm shipped beside EXP-B1),M5,r3f0,3,0,62,62,138,2.121002,0.006494,{}
EXP-B1-defaults,pascal_a,config defaults (the defaults arm shipped beside EXP-B1),M5,r3f1,3,1,62,62,138,2.177079,0.006564,{}
EXP-B1-defaults,pascal_a,config defaults (the defaults arm shipped beside EXP-B1),M5,r4f0,4,0,62,62,138,1.934926,0.006929,{}
EXP-B1-defaults,pascal_a,config defaults (the defaults arm shipped beside EXP-B1),M5,r4f1,4,1,62,62,138,1.96409,0.006538,{}
EXP-B1-defaults,pascal_a,config defaults (the defaults arm shipped beside EXP-B1),M6,r0f0,0,0,62,62,138,6.139202,0.479131,{}
EXP-B1-defaults,pascal_a,config defaults (the defaults arm shipped beside EXP-B1),M6,r0f1,0,1,62,62,138,6.318089,0.283052,{}
EXP-B1-defaults,pascal_a,config defaults (the defaults arm shipped beside EXP-B1),M6,r1f0,1,0,62,62,138,6.404571,0.298983,{}
EXP-B1-defaults,pascal_a,config defaults (the defaults arm shipped beside EXP-B1),M6,r1f1,1,1,62,62,138,5.844476,0.296388,{}
EXP-B1-defaults,pascal_a,config defaults (the defaults arm shipped beside EXP-B1),M6,r2f0,2,0,62,62,138,6.016658,0.300956,{}
EXP-B1-defaults,pascal_a,config defaults (the defaults arm shipped beside EXP-B1),M6,r2f1,2,1,62,62,138,6.188634,0.292022,{}
EXP-B1-defaults,pascal_a,config defaults (the defaults arm shipped beside EXP-B1),M6,r3f0,3,0,62,62,138,6.720485,0.293491,{}
EXP-B1-defaults,pascal_a,config defaults (the defaults arm shipped beside EXP-B1),M6,r3f1,3,1,62,62,138,5.51232,0.318426,{}
EXP-B1-defaults,pascal_a,config defaults (the defaults arm shipped beside EXP-B1),M6,r4f0,4,0,62,62,138,8.357113,0.308056,{}
EXP-B1-defaults,pascal_a,config defaults (the defaults arm shipped beside EXP-B1),M6,r4f1,4,1,62,62,138,5.79359,0.298287,{}
EXP-B1-defaults,pascal_a,config defaults (the defaults arm shipped beside EXP-B1),M7,r0f0,0,0,62,62,138,22.604624,0.297448,{}
EXP-B1-defaults,pascal_a,config defaults (the defaults arm shipped beside EXP-B1),M7,r0f1,0,1,62,62,138,23.514972,0.29877,{}
EXP-B1-defaults,pascal_a,config defaults (the defaults arm shipped beside EXP-B1),M7,r1f0,1,0,62,62,138,28.824676,0.296224,{}
EXP-B1-defaults,pascal_a,config defaults (the defaults arm shipped beside EXP-B1),M7,r1f1,1,1,62,62,138,22.367563,0.297718,{}
EXP-B1-defaults,pascal_a,config defaults (the defaults arm shipped beside EXP-B1),M7,r2f0,2,0,62,62,138,21.957008,0.309489,{}
EXP-B1-defaults,pascal_a,config defaults (the defaults arm shipped beside EXP-B1),M7,r2f1,2,1,62,62,138,22.853025,0.392982,{}
EXP-B1-defaults,pascal_a,config defaults (the defaults arm shipped beside EXP-B1),M7,r3f0,3,0,62,62,138,22.817106,0.297339,{}
EXP-B1-defaults,pascal_a,config defaults (the defaults arm shipped beside EXP-B1),M7,r3f1,3,1,62,62,138,24.765864,0.323611,{}
EXP-B1-defaults,pascal_a,config defaults (the defaults arm shipped beside EXP-B1),M7,r4f0,4,0,62,62,138,22.295375,0.303403,{}
EXP-B1-defaults,pascal_a,config defaults (the defaults arm shipped beside EXP-B1),M7,r4f1,4,1,62,62,138,21.898007,0.346951,{}
EXP-B2,pascal_b,nested search,M1,r0f0,0,0,369,92,138,4.618408,0.004445,"{""C"": 0.7455197939848914, ""l1_ratio"": 1.0, ""max_iter"": 5000, ""solver"": ""saga""}"
EXP-B2,pascal_b,nested search,M1,r0f1,0,1,369,92,138,3.692528,0.003692,"{""C"": 321.6415736973637, ""l1_ratio"": 1.0, ""max_iter"": 1000, ""solver"": ""saga""}"
EXP-B2,pascal_b,nested search,M1,r0f2,0,2,368,93,138,0.123515,0.003056,"{""C"": 5.924085907759598, ""l1_ratio"": 0.0, ""max_iter"": 1000, ""solver"": ""lbfgs""}"
EXP-B2,pascal_b,nested search,M1,r0f3,0,3,369,92,138,3.035123,0.003842,"{""C"": 5.316991390353499, ""l1_ratio"": 1.0, ""max_iter"": 1000, ""solver"": ""saga""}"
EXP-B2,pascal_b,nested search,M1,r0f4,0,4,369,92,138,3.135908,0.004155,"{""C"": 1.095960267094766, ""l1_ratio"": 1.0, ""max_iter"": 1000, ""solver"": ""saga""}"
EXP-B2,pascal_b,nested search,M3,r0f0,0,0,369,92,138,0.12687,0.059345,"{""C"": 486.27850415982226, ""class_weight"": null, ""gamma"": 0.01177502825262823}"
EXP-B2,pascal_b,nested search,M3,r0f1,0,1,369,92,138,0.123988,0.051916,"{""C"": 0.46458351349909793, ""class_weight"": ""balanced"", ""gamma"": 0.0001}"
EXP-B2,pascal_b,nested search,M3,r0f2,0,2,368,93,138,0.132075,0.046858,"{""C"": 89.00792723361438, ""class_weight"": ""balanced"", ""gamma"": 0.01836794243749983}"
EXP-B2,pascal_b,nested search,M3,r0f3,0,3,369,92,138,0.138333,0.060993,"{""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}"
EXP-B2,pascal_b,nested search,M3,r0f4,0,4,369,92,138,0.143017,0.044918,"{""C"": 10.310748950062829, ""class_weight"": ""balanced"", ""gamma"": 0.018872566170724078}"
EXP-B2,pascal_b,nested search,M4,r0f0,0,0,369,92,138,0.735535,0.130338,"{""class_weight"": ""balanced_subsample"", ""max_depth"": 10, ""max_features"": 0.5, ""min_samples_leaf"": 9, ""n_estimators"": 135}"
EXP-B2,pascal_b,nested search,M4,r0f1,0,1,369,92,138,3.981797,0.653912,"{""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 817}"
EXP-B2,pascal_b,nested search,M4,r0f2,0,2,368,93,138,5.684578,0.676304,"{""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 3, ""n_estimators"": 759}"
EXP-B2,pascal_b,nested search,M4,r0f3,0,3,369,92,138,0.79513,0.181958,"{""class_weight"": null, ""max_depth"": 20, ""max_features"": ""sqrt"", ""min_samples_leaf"": 8, ""n_estimators"": 175}"
EXP-B2,pascal_b,nested search,M4,r0f4,0,4,369,92,138,0.768989,0.283011,"{""class_weight"": ""balanced_subsample"", ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4, ""n_estimators"": 190}"
EXP-B2,pascal_b,nested search,M5,r0f0,0,0,369,92,138,6.336447,0.012064,"{""learning_rate"": 0.08884909929476544, ""max_depth"": 8, ""min_samples_leaf"": 20, ""n_estimators"": 139, ""subsample"": 0.6003115063364057}"
EXP-B2,pascal_b,nested search,M5,r0f1,0,1,369,92,138,67.118415,0.038568,"{""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}"
EXP-B2,pascal_b,nested search,M5,r0f2,0,2,368,93,138,34.926805,0.0161,"{""learning_rate"": 0.002563578308271099, ""max_depth"": 3, ""min_samples_leaf"": 20, ""n_estimators"": 712, ""subsample"": 0.9406320391618699}"
EXP-B2,pascal_b,nested search,M5,r0f3,0,3,369,92,138,4.552154,0.00635,"{""learning_rate"": 0.3992187955073186, ""max_depth"": 2, ""min_samples_leaf"": 1, ""n_estimators"": 114, ""subsample"": 0.954254750081434}"
EXP-B2,pascal_b,nested search,M5,r0f4,0,4,369,92,138,10.511186,0.010962,"{""learning_rate"": 0.0036313332781429046, ""max_depth"": 4, ""min_samples_leaf"": 15, ""n_estimators"": 236, ""subsample"": 0.7003765882528383}"
EXP-B2,pascal_b,nested search,M6,r0f0,0,0,369,92,138,9.996761,0.236694,"{""members"": {""M3"": {""C"": 486.27850415982226, ""class_weight"": null, ""gamma"": 0.01177502825262823}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": 10, ""max_features"": 0.5, ""min_samples_leaf"": 9, ""n_estimators"": 135}, ""M5"": {""learning_rate"": 0.08884909929476544, ""max_depth"": 8, ""min_samples_leaf"": 20, ""n_estimators"": 139, ""subsample"": 0.6003115063364057}}}"
EXP-B2,pascal_b,nested search,M6,r0f1,0,1,369,92,138,104.833972,0.864353,"{""members"": {""M3"": {""C"": 0.46458351349909793, ""class_weight"": ""balanced"", ""gamma"": 0.0001}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 817}, ""M5"": {""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}}}"
EXP-B2,pascal_b,nested search,M6,r0f2,0,2,368,93,138,74.452655,0.785514,"{""members"": {""M3"": {""C"": 89.00792723361438, ""class_weight"": ""balanced"", ""gamma"": 0.01836794243749983}, ""M4"": {""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 3, ""n_estimators"": 759}, ""M5"": {""learning_rate"": 0.002563578308271099, ""max_depth"": 3, ""min_samples_leaf"": 20, ""n_estimators"": 712, ""subsample"": 0.9406320391618699}}}"
EXP-B2,pascal_b,nested search,M6,r0f3,0,3,369,92,138,9.605077,0.246304,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": null, ""max_depth"": 20, ""max_features"": ""sqrt"", ""min_samples_leaf"": 8, ""n_estimators"": 175}, ""M5"": {""learning_rate"": 0.3992187955073186, ""max_depth"": 2, ""min_samples_leaf"": 1, ""n_estimators"": 114, ""subsample"": 0.954254750081434}}}"
EXP-B2,pascal_b,nested search,M6,r0f4,0,4,369,92,138,20.487581,0.28175,"{""members"": {""M3"": {""C"": 10.310748950062829, ""class_weight"": ""balanced"", ""gamma"": 0.018872566170724078}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4, ""n_estimators"": 190}, ""M5"": {""learning_rate"": 0.0036313332781429046, ""max_depth"": 4, ""min_samples_leaf"": 15, ""n_estimators"": 236, ""subsample"": 0.7003765882528383}}}"
EXP-B2,pascal_b,nested search,M7,r0f0,0,0,369,92,138,33.129903,0.320252,"{""members"": {""M3"": {""C"": 486.27850415982226, ""class_weight"": null, ""gamma"": 0.01177502825262823}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": 10, ""max_features"": 0.5, ""min_samples_leaf"": 9, ""n_estimators"": 135}, ""M5"": {""learning_rate"": 0.08884909929476544, ""max_depth"": 8, ""min_samples_leaf"": 20, ""n_estimators"": 139, ""subsample"": 0.6003115063364057}}}"
EXP-B2,pascal_b,nested search,M7,r0f1,0,1,369,92,138,292.911396,0.88211,"{""members"": {""M3"": {""C"": 0.46458351349909793, ""class_weight"": ""balanced"", ""gamma"": 0.0001}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 817}, ""M5"": {""learning_rate"": 0.0031266912307463765, ""max_depth"": 7, ""min_samples_leaf"": 9, ""n_estimators"": 658, ""subsample"": 0.8387400631785948}}}"
EXP-B2,pascal_b,nested search,M7,r0f2,0,2,368,93,138,218.743793,0.77853,"{""members"": {""M3"": {""C"": 89.00792723361438, ""class_weight"": ""balanced"", ""gamma"": 0.01836794243749983}, ""M4"": {""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 3, ""n_estimators"": 759}, ""M5"": {""learning_rate"": 0.002563578308271099, ""max_depth"": 3, ""min_samples_leaf"": 20, ""n_estimators"": 712, ""subsample"": 0.9406320391618699}}}"
EXP-B2,pascal_b,nested search,M7,r0f3,0,3,369,92,138,35.163176,0.246889,"{""members"": {""M3"": {""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}, ""M4"": {""class_weight"": null, ""max_depth"": 20, ""max_features"": ""sqrt"", ""min_samples_leaf"": 8, ""n_estimators"": 175}, ""M5"": {""learning_rate"": 0.3992187955073186, ""max_depth"": 2, ""min_samples_leaf"": 1, ""n_estimators"": 114, ""subsample"": 0.954254750081434}}}"
EXP-B2,pascal_b,nested search,M7,r0f4,0,4,369,92,138,66.536719,0.302833,"{""members"": {""M3"": {""C"": 10.310748950062829, ""class_weight"": ""balanced"", ""gamma"": 0.018872566170724078}, ""M4"": {""class_weight"": ""balanced_subsample"", ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4, ""n_estimators"": 190}, ""M5"": {""learning_rate"": 0.0036313332781429046, ""max_depth"": 4, ""min_samples_leaf"": 15, ""n_estimators"": 236, ""subsample"": 0.7003765882528383}}}"
EXP-B2-defaults,pascal_b,config defaults (the defaults arm shipped beside EXP-B2),M1,r0f0,0,0,369,92,138,0.104403,0.002987,{}
EXP-B2-defaults,pascal_b,config defaults (the defaults arm shipped beside EXP-B2),M1,r0f1,0,1,369,92,138,0.07208,0.002816,{}
EXP-B2-defaults,pascal_b,config defaults (the defaults arm shipped beside EXP-B2),M1,r0f2,0,2,368,93,138,0.080079,0.002783,{}
EXP-B2-defaults,pascal_b,config defaults (the defaults arm shipped beside EXP-B2),M1,r0f3,0,3,369,92,138,0.076815,0.002743,{}
EXP-B2-defaults,pascal_b,config defaults (the defaults arm shipped beside EXP-B2),M1,r0f4,0,4,369,92,138,0.084641,0.002898,{}
EXP-B2-defaults,pascal_b,config defaults (the defaults arm shipped beside EXP-B2),M3,r0f0,0,0,369,92,138,0.138376,0.05854,{}
EXP-B2-defaults,pascal_b,config defaults (the defaults arm shipped beside EXP-B2),M3,r0f1,0,1,369,92,138,0.134981,0.09185,{}
EXP-B2-defaults,pascal_b,config defaults (the defaults arm shipped beside EXP-B2),M3,r0f2,0,2,368,93,138,0.306264,0.12792,{}
EXP-B2-defaults,pascal_b,config defaults (the defaults arm shipped beside EXP-B2),M3,r0f3,0,3,369,92,138,0.118851,0.05958,{}
EXP-B2-defaults,pascal_b,config defaults (the defaults arm shipped beside EXP-B2),M3,r0f4,0,4,369,92,138,0.140336,0.058347,{}
EXP-B2-defaults,pascal_b,config defaults (the defaults arm shipped beside EXP-B2),M4,r0f0,0,0,369,92,138,1.922504,0.371742,{}
EXP-B2-defaults,pascal_b,config defaults (the defaults arm shipped beside EXP-B2),M4,r0f1,0,1,369,92,138,1.813414,0.443366,{}
EXP-B2-defaults,pascal_b,config defaults (the defaults arm shipped beside EXP-B2),M4,r0f2,0,2,368,93,138,2.053666,0.379301,{}
EXP-B2-defaults,pascal_b,config defaults (the defaults arm shipped beside EXP-B2),M4,r0f3,0,3,369,92,138,1.893833,0.36577,{}
EXP-B2-defaults,pascal_b,config defaults (the defaults arm shipped beside EXP-B2),M4,r0f4,0,4,369,92,138,2.01991,0.426903,{}
EXP-B2-defaults,pascal_b,config defaults (the defaults arm shipped beside EXP-B2),M5,r0f0,0,0,369,92,138,11.41137,0.008952,{}
EXP-B2-defaults,pascal_b,config defaults (the defaults arm shipped beside EXP-B2),M5,r0f1,0,1,369,92,138,11.452678,0.007057,{}
EXP-B2-defaults,pascal_b,config defaults (the defaults arm shipped beside EXP-B2),M5,r0f2,0,2,368,93,138,11.314008,0.007874,{}
EXP-B2-defaults,pascal_b,config defaults (the defaults arm shipped beside EXP-B2),M5,r0f3,0,3,369,92,138,11.78076,0.011323,{}
EXP-B2-defaults,pascal_b,config defaults (the defaults arm shipped beside EXP-B2),M5,r0f4,0,4,369,92,138,12.612298,0.007373,{}
EXP-B2-defaults,pascal_b,config defaults (the defaults arm shipped beside EXP-B2),M6,r0f0,0,0,369,92,138,24.853834,0.491672,{}
EXP-B2-defaults,pascal_b,config defaults (the defaults arm shipped beside EXP-B2),M6,r0f1,0,1,369,92,138,29.586743,0.487006,{}
EXP-B2-defaults,pascal_b,config defaults (the defaults arm shipped beside EXP-B2),M6,r0f2,0,2,368,93,138,25.515795,0.455782,{}
EXP-B2-defaults,pascal_b,config defaults (the defaults arm shipped beside EXP-B2),M6,r0f3,0,3,369,92,138,26.695789,0.700716,{}
EXP-B2-defaults,pascal_b,config defaults (the defaults arm shipped beside EXP-B2),M6,r0f4,0,4,369,92,138,29.052696,0.459303,{}
EXP-B2-defaults,pascal_b,config defaults (the defaults arm shipped beside EXP-B2),M7,r0f0,0,0,369,92,138,79.352278,0.51936,{}
EXP-B2-defaults,pascal_b,config defaults (the defaults arm shipped beside EXP-B2),M7,r0f1,0,1,369,92,138,82.665865,0.470252,{}
EXP-B2-defaults,pascal_b,config defaults (the defaults arm shipped beside EXP-B2),M7,r0f2,0,2,368,93,138,85.770231,0.464842,{}
